Tweet,sentiment,clean_text,conflict_count,peace_count,bias_balance,neutralized_text
@KontraBot @KubaBielamowicz Religion isn’t important to Albanians,NEGATIVE,religion isnt important to albanians,0,0,0.7410714285714286,religion isnt important to albanians
@BekteshiRamazan Man what Swiss did to Serbia. What a feeling. Two vs 11 and beat tf outta those slavic idiots,NEGATIVE,man what swiss did to serbia what a feeling two vs  and beat tf outta those slavic idiots,0,0,0.7410714285714286,man what swiss did to region what a feeling two vs  and beat tf outta those slavic idiots
@ricwe123 @ricwe123 Stop the attack on Serbia was justified in order to prevent a humanitarian catastrophe. over half a million displaced people. Massacre and rape. Stop spreading false information here Serbia fought 3 wars in the Balkans 1991-1999 .,NEGATIVE,stop the attack on serbia was justified in order to prevent a humanitarian catastrophe over half a million displaced people massacre and rape stop spreading false information here serbia fought  wars in the balkans,1,0,0.7410714285714286,stop tthey attack on region was justified in order to prevent a humanitarian catastropthey over half a million displaced people massacre and rape stop spreading false information theyre region fought  wars in tthey balkans
"@senfre_ @kunley_drukpa ""No Keir you're not allowed to order from the Golden Dragon either, they use Albanians. I mean it when I say it TOTAL.DELIVEROO.DEATH.""",NEGATIVE,no keir youre not allowed to order from the golden dragon either they use albanians i mean it when i say it totaldeliveroodeath,0,0,0.7410714285714286,no keir youre not allowed to order from tthey golden dragon eittheyr ttheyy use albanians i mean it wtheyn i say it totaldeliveroodeath
"A life goal of mine is to poop in every country in the world. So far I have Canada, USA, Serbia, Mexico",POSITIVE,a life goal of mine is to poop in every country in the world so far i have canada usa serbia mexico,0,0,0.7410714285714286,a life goal of mine is to poop in every country in tthey world so far i have canada usa region mexico
"@GjergjAria34 @kos_data Stop lying... I repeat, none of our Albanian brothers in Macedonia claim to be Turkish, you only say that out of hatred to see Muslim Albanians practicing their Islam, you repeat the same words as the Greeks and Serbs towards us

You are really a pathetic person …",NEGATIVE,"stop lying i repeat none of our albanian brothers in macedonia claim to be turkish you only say that out of hatred to see muslim albanians practicing their islam you repeat the same words as the greeks and serbs towards us

you are really a pathetic person",1,0,0.7410714285714286,"stop lying i repeat none of our group brottheyrs in macedonia claim to be turkish you only say that out of hatred to see muslim albanians practicing ttheyir islam you repeat tthey same words as tthey greeks and serbs towards us

you are really a pattheytic person"
"So far, the Monastery has welcomed many groups of Kosovo Albanian children and  visitors through the efforts of NGOs, the OSCE and some embassies, and facilitation by UNMIK. However, the particular significance of this visit lies in its timing, as it takes place during a critical… https://t.co/T32lhn1Beh",POSITIVE,so far the monastery has welcomed many groups of kosovo albanian children and  visitors through the efforts of ngos the osce and some embassies and facilitation by unmik however the particular significance of this visit lies in its timing as it takes place during a critical,0,0,0.7410714285714286,so far tthey monastery has welcomed many groups of region group children and  visitors through tthey efforts of ngos tthey osce and some embassies and facilitation by unmik however tthey particular significance of tthey visit lies in its timing as it takes place during a critical
"SOME SERBS (NOT ALPHA-SERBS) AND SOME PERSONS IN THE WORLD, THEY ARE AGAINST ALPHA-#ITALIANS...

..Rule of law, #Empire, Renaissance, Mafia and Fascism were born in Italy.

The most important phenomena born in Italy.
Posthuman Roman Imperivm too. https://t.co/NKho2M1Nyf",NEGATIVE,"some serbs not alphaserbs and some persons in the world they are against alphaitalians

rule of law empire renaissance mafia and fascism were born in italy

the most important phenomena born in italy
posthuman roman imperivm too",0,0,0.7410714285714286,"some serbs not alphaserbs and some persons in tthey world ttheyy are against alphaitalians

rule of law empire renaissance mafia and fascism were born in italy

tthey most important ptheynomena born in italy
posthuman roman imperivm too"
@ShitpostGate Turns out Serbia was right afterall lol,NEGATIVE,turns out serbia was right afterall lol,0,0,0.7410714285714286,turns out region was right afterall lol
"@wolfvillage84 @admirim Get some new hobbies Serb, stop camping on Albos comment sections.",NEGATIVE,get some new hobbies serb stop camping on albos comment sections,0,0,0.7410714285714286,get some new hobbies serb stop camping on albos comment sections
@Process01644838 @srbbvll @Bvlacic @KosovarFootball superior to the serbian brain as always. my boy said nato won money for dropping bombs on serbia for months 🤣🤣🤣🤣,POSITIVE,superior to the serbian brain as always my boy said nato won money for dropping bombs on serbia for months,0,0,0.7410714285714286,superior to tthey group brain as always my boy said nato won money for dropping bombs on region for months
@Srpskabaza @dgv1133 @Slavavojislav I haplogroup came from IJ HAPLOGROUP AND SPLIT.J haplogroup formed.its own branch and I haplogroup formed another branch..both branches migrated to Europe..I haplogroup that serbs carry is a genetic drift..Its not I2 it's i2a2 is not as old as i2..,NEGATIVE,i haplogroup came from ij haplogroup and splitj haplogroup formedits own branch and i haplogroup formed another branchboth branches migrated to europei haplogroup that serbs carry is a genetic driftits not i its ia is not as old as i,0,0,0.7410714285714286,i haplogroup came from ij haplogroup and splitj haplogroup formedits own branch and i haplogroup formed anottheyr branchboth branctheys migrated to europei haplogroup that serbs carry is a genetic driftits not i its ia is not as old as i
@Partisangirl Support from Serbia. Syria will prevail!,POSITIVE,support from serbia syria will prevail,0,0,0.7410714285714286,support from region syria will prevail
"@gj_marko @orthodox22790 Because our King was paying others to do so....it has nothing to do with religion its with job and order. 🤡
In that time there was no Any Albanians in area of Kosovo",NEGATIVE,"because our king was paying others to do soit has nothing to do with religion its with job and order 
in that time there was no any albanians in area of kosovo",0,0,0.7410714285714286,"because our king was paying ottheyrs to do soit has nothing to do with religion its with job and order 
in that time ttheyre was no any albanians in area of region"
"@ShenMehilli @burreidheut Albanians have always been within the ""West"" since before antiquity, certainly so by the time the ""West"" as a cultural sphere became a thing by the Middle Ages",POSITIVE,albanians have always been within the west since before antiquity certainly so by the time the west as a cultural sphere became a thing by the middle ages,0,0,0.7410714285714286,albanians have always been within tthey west since before antiquity certainly so by tthey time tthey west as a cultural sptheyre became a thing by tthey middle ages
@Violapamherd @avucic Did you tell Vuçiç to do like Switzerland? (To accept Kosovo). Switzerland was one of the first countries to accept Kosovo's independence,NEGATIVE,did you tell vui to do like switzerland to accept kosovo switzerland was one of the first countries to accept kosovos independence,0,0,0.7410714285714286,did you tell vui to do like switzerland to accept region switzerland was one of tthey first countries to accept kosovos independence
"@ianelacey @dpoddolphinpro @NASA @SenBillNelson The SRB time limits only start counting down when they start assembling the SRB's. All they have done so far is put the aft segments on the ML, anything else will wait until closer to launch.",NEGATIVE,the srb time limits only start counting down when they start assembling the srbs all they have done so far is put the aft segments on the ml anything else will wait until closer to launch,0,0,0.7410714285714286,tthey srb time limits only start counting down wtheyn ttheyy start assembling tthey srbs all ttheyy have done so far is put tthey aft segments on tthey ml anything else will wait until closer to launch
@toddjacobus Hey american moron you do know you albanians are Muslim terrorists joined isis isil Vienna attack provided guns for  attacks in France. Yhe real question here how much are they paying you?,NEGATIVE,hey american moron you do know you albanians are muslim terrorists joined isis isil vienna attack provided guns for  attacks in france yhe real question here how much are they paying you,0,0,0.7410714285714286,theyy american moron you do know you albanians are muslim terrorists joined isis isil vienna attack provided guns for  attacks in france ythey real question theyre how much are ttheyy paying you
"@greenfairgo @Ysrael_Tal @lkajomovitz @SimBreezay @onelpeleg @StoppNRK @StateSEAS @ADL @AkaLazarus @jonasgahrstore @Ervin01 @IsraelinNorway @usembassyoslo @vebjornselbekk We didn't hear about the US bombing Somalia, Turkey, Iran, Bosnia and Kosovo -- the last two maybe 20 years ago -- but why Serbia which was bombed much more isn't in the list

The answer is simple and your ""the US bombing is what's causing refugees in Norway"" is just another fake",NEGATIVE,"we didnt hear about the us bombing somalia turkey iran bosnia and kosovo  the last two maybe  years ago  but why serbia which was bombed much more isnt in the list

the answer is simple and your the us bombing is whats causing refugees in norway is just another fake",0,0,0.7410714285714286,"we didnt theyar about tthey us bombing somalia turkey iran bosnia and region  tthey last two maybe  years ago  but why region which was bombed much more isnt in tthey list

tthey answer is simple and your tthey us bombing is whats causing refugees in norway is just anottheyr fake"
@philosofveritas @AlboMomentz Okay? That's still not as embarrassing as saying that Roman emperors were born in Serbia. WTF :D,POSITIVE,okay thats still not as embarrassing as saying that roman emperors were born in serbia wtf d,0,0,0.7410714285714286,okay thats still not as embarrassing as saying that roman emperors were born in region wtf d
@DD_Geopolitics Serbs are built differently,NEGATIVE,serbs are built differently,0,0,0.7410714285714286,serbs are built differently
"@ana_lena29 To all you Serbs who love to talk shit, you can certainly lie, but history never lies.

Exhibit A: Present day Albania on the right-hand side, named Iliricum - derives directly from the ancient word Ilirija. 

Exhibit B: Confirmed, Albanian language derives from ancient Ilirija. https://t.co/i9V00pLEyZ",POSITIVE,"to all you serbs who love to talk shit you can certainly lie but history never lies

exhibit a present day albania on the righthand side named iliricum  derives directly from the ancient word ilirija 

exhibit b confirmed albanian language derives from ancient ilirija",0,0,0.7410714285714286,"to all you serbs who love to talk shit you can certainly lie but theytory never lies

exhibit a present day albania on tthey righthand side named iliricum  derives directly from tthey ancient word ilirija 

exhibit b confirmed group language derives from ancient ilirija"
"@Srpskabaza Now i challenge any serb from Montenegro to prove to me that they do not have albanian ancestry.
I'll wait..",NEGATIVE,"now i challenge any serb from montenegro to prove to me that they do not have albanian ancestry
ill wait",0,0,0.7410714285714286,"now i challenge any serb from montenegro to prove to me that ttheyy do not have group ancestry
ill wait"
@ana_lena29 Retarded Albanians,NEGATIVE,retarded albanians,0,0,0.7410714285714286,retarded albanians
"@admirim Idiot, we dont want to go there.. One things is sure Kosovo in UN NEVER!!! Remember that!",NEGATIVE,idiot we dont want to go there one things is sure kosovo in un never remember that,0,0,0.7410714285714286,idiot we dont want to go ttheyre one things is sure region in un never remember that
"@ffff865937 @Premta Empires referred to Serbs as illyrians.   

Don't you find it odd that Albanian history was discovered only in the last year or two despite centuries of siding with the Ottomans???",NEGATIVE,"empires referred to serbs as illyrians   

dont you find it odd that albanian history was discovered only in the last year or two despite centuries of siding with the ottomans",0,0,0.7410714285714286,"empires referred to serbs as illyrians   

dont you find it odd that group theytory was discovered only in tthey last year or two despite centuries of siding with tthey ottomans"
"@bushidomeiyo @ArnoGujon Just so you won't embarrass yourself further: Being born in a territory that is NOW Serbia doesn't make the Roman emperors ""Serbian"", since such a term did not exist until 8 centuries later. Back then it was Moesia/Illyria. Glupane",NEGATIVE,just so you wont embarrass yourself further being born in a territory that is now serbia doesnt make the roman emperors serbian since such a term did not exist until  centuries later back then it was moesiaillyria glupane,0,0,0.7410714285714286,just so you wont embarrass yourself furttheyr being born in a territory that is now region doesnt make tthey roman emperors group since such a term did not exist until  centuries later back ttheyn it was moesiaillyria glupane
"@Esarhaddon30560 @SerenaJB3 @LozzaFox What was the genetic difference between Croats, Serbs and Bosniaks when the term ethnic cleansing became prominent?",NEGATIVE,what was the genetic difference between croats serbs and bosniaks when the term ethnic cleansing became prominent,0,0,0.7410714285714286,what was tthey genetic difference between croats serbs and bosniaks wtheyn tthey term community cleansing became prominent
Kosovo to open first state-financed ammunition factory - Euronews https://t.co/Aco35481uJ,NEGATIVE,kosovo to open first statefinanced ammunition factory  euronews,0,0,0.7410714285714286,region to open first statefinanced ammunition factory  euronews
"@MAWKVLT In a few years you'll be drinking expensive red wine from your castle somewhere in a forest in Serbia, profusely thanking this man for providing you with so many new patients.",POSITIVE,in a few years youll be drinking expensive red wine from your castle somewhere in a forest in serbia profusely thanking this man for providing you with so many new patients,0,0,0.7410714285714286,in a few years youll be drinking expensive red wine from your castle somewtheyre in a forest in region profusely thanking tthey man for providing you with so many new patients
"@prowlocked @SerenaJB3 @LozzaFox So you're fine with Bosniaks, Albanians, Kosovars, Tatars, Bashkirs, Chechens, Chuvash, Pomaks and Gorani coming to England?",POSITIVE,so youre fine with bosniaks albanians kosovars tatars bashkirs chechens chuvash pomaks and gorani coming to england,0,0,0.7410714285714286,so youre fine with bosniaks albanians kosovars tatars bashkirs ctheyctheyns chuvash pomaks and gorani coming to england
@olex_scherba This gronk is like Vucic at al. No one ever wants to attack russia or serbia. Why would you want to??,NEGATIVE,this gronk is like vucic at al no one ever wants to attack russia or serbia why would you want to,0,0,0.7410714285714286,tthey gronk is like vucic at al no one ever wants to attack russia or region why would you want to
"classic @miroweb3 great work! new castle on SERBIA island https://t.co/9jNcecF82K

$ISLAND TGE on december 17th

make NFT and metaverse great again @Nifty_Island 

WHEN LIFE GIVES U SAND, JUST PLAY NIFTY ISLAND🤠 https://t.co/fG14KLELcC",POSITIVE,"classic  great work new castle on serbia island 

island tge on december th

make nft and metaverse great again  

when life gives u sand just play nifty island",0,0,0.7410714285714286,"classic  great work new castle on region island 

island tge on december th

make nft and metaverse great again  

wtheyn life gives u sand just play nifty island"
"@Unnamed__Gh0st @JamesDe95700128 @tweettweet1000 @HotSotin They left russia no choice, provoked them. All these flags you got. Most of your positions are indefensible. 

How do you justify bombing of Belgrade? Hospitals were bombed, embassies were bombed and illegal invasion of Serbia 

How do you justify Israeli state existing but no… https://t.co/5bFLpGVGgf",NEGATIVE,"they left russia no choice provoked them all these flags you got most of your positions are indefensible 

how do you justify bombing of belgrade hospitals were bombed embassies were bombed and illegal invasion of serbia 

how do you justify israeli state existing but no",0,0,0.7410714285714286,"ttheyy left russia no choice provoked ttheym all ttheyse flags you got most of your positions are indefensible 

how do you justify bombing of belgrade hospitals were bombed embassies were bombed and illegal invasion of region 

how do you justify israeli state existing but no"
@OmarNGolding Look at you listening to Kosovo artists ;),POSITIVE,look at you listening to kosovo artists,0,0,0.7410714285714286,look at you listening to region artists
"i know people are very racists towards albanians but today i am seeing even more ignorant and shitty takes than ever, it is making my blood boil",NEGATIVE,i know people are very racists towards albanians but today i am seeing even more ignorant and shitty takes than ever it is making my blood boil,1,0,0.7410714285714286,i know people are very racists towards albanians but today i am seeing even more ignorant and shitty takes than ever it is making my blood boil
@Process01644838 @srbbvll @Bvlacic @KosovarFootball who pays nato for bombing serbia 🤣🤣🤣🤣 usa gets money for selling guns not nato wtf are you talking about. the only reason nato had to bomb serbia was to set up Bondsteel and be present in the balkans to put pressure on russia,NEGATIVE,who pays nato for bombing serbia  usa gets money for selling guns not nato wtf are you talking about the only reason nato had to bomb serbia was to set up bondsteel and be present in the balkans to put pressure on russia,0,0,0.7410714285714286,who pays nato for bombing region  usa gets money for selling guns not nato wtf are you talking about tthey only reason nato had to bomb region was to set up bondsteel and be present in tthey balkans to put pressure on russia
"@factsbalkans You should check better your sources. Read below:
""Half of all women in Serbia have suffered some form of violence.""
Source: https://t.co/2bn9PrzAjQ
We have a winner! https://t.co/SjhHWXkrZX",NEGATIVE,"you should check better your sources read below
half of all women in serbia have suffered some form of violence
source 
we have a winner",1,0,0.7410714285714286,"you should ctheyck better your sources read below
half of all women in region have suffered some form of violence
source 
we have a winner"
"@IVANSINDZA @WarlordChu @ArnoGujon And if you act dense and resort to logical fallacies intentionally, am I justified to say that your hate towards Albanians and their stances makes you do that? (It would only be fair, after what you accused me of doing)",NEGATIVE,and if you act dense and resort to logical fallacies intentionally am i justified to say that your hate towards albanians and their stances makes you do that it would only be fair after what you accused me of doing,2,0,0.7410714285714286,and if you act dense and resort to logical fallacies intentionally am i justified to say that your hate towards albanians and ttheyir stances makes you do that it would only be fair after what you accused me of doing
"@daily_romania excellent choice for president, best regards from Serbia 🇷🇸 be strong  brothers 💪🇷🇴",POSITIVE,excellent choice for president best regards from serbia  be strong  brothers,0,0,0.7410714285714286,excellent choice for president best regards from region  be strong  brottheyrs
@aptadh @Saturn_Shuttle @DaOfficialVigil Does it matter?  Your gonna talk shit about a country that has a ton of ethnic and political bullshit(courtesy of the serbians and UN) while also having half of our country run by serbs and still holding on while you fuckheads are having riots and protests over everything,NEGATIVE,does it matter  your gonna talk shit about a country that has a ton of ethnic and political bullshitcourtesy of the serbians and un while also having half of our country run by serbs and still holding on while you fuckheads are having riots and protests over everything,0,0,0.7410714285714286,does it matter  your gonna talk shit about a country that has a ton of community and political bullshitcourtesy of tthey serbians and un while also having half of our country run by serbs and still holding on while you fucktheyads are having riots and protests over everything
"@simulacra66 @Srpskabaza Servian illiterate fascist. The Serbs have tradition of ""snahocestvo"", meaning Serbian father fucks his daughter in law.

Albanian tradition is to marry a girl who is very, very far in family connection.

You are the most filthy creatures in planet Earth.",NEGATIVE,"servian illiterate fascist the serbs have tradition of snahocestvo meaning serbian father fucks his daughter in law

albanian tradition is to marry a girl who is very very far in family connection

you are the most filthy creatures in planet earth",0,0,0.7410714285714286,"servian illiterate fascist tthey serbs have tradition of snahocestvo meaning group fattheyr fucks they daughter in law

group tradition is to marry a girl who is very very far in family connection

you are tthey most filthy creatures in planet earth"
"@Andon819 @Srpskabaza Well, I'm neither Persian nor of any other Asian ethnic or racial group, so whatever your opinions are regarding my own background, they mean nothing.

Most Albanians I've met look very much Turkish, but does that mean I view Albanians as Turkic people? No, because I'm not stupid",NEGATIVE,"well im neither persian nor of any other asian ethnic or racial group so whatever your opinions are regarding my own background they mean nothing

most albanians ive met look very much turkish but does that mean i view albanians as turkic people no because im not stupid",0,0,0.7410714285714286,"well im neittheyr persian nor of any ottheyr asian community or racial group so whatever your opinions are regarding my own background ttheyy mean nothing

most albanians ive met look very much turkish but does that mean i view albanians as turkic people no because im not stupid"
"🚀🔥 $HAWK Memeland drop is now live! 🪂 

➜ https://t.co/1IY1Bam6Xw

🌟 $MEME 🌟

@Angel3221446360 @AlexArshava @shabdee @DoY41319941 @srb_vibes @PluckyTermqp @JorgeMa72681833 @777Yo8211 @BBAcrypto @hartley_je54268 
44rar",NEGATIVE,"hawk memeland drop is now live  

 

 meme 

          
rar",0,0,0.7410714285714286,"hawk memeland drop is now live  

 

 meme 

          
rar"
"🇽🇰🏦 Montran successfully implements its Central Securities Depository (CSD) for the Central Bank of Kosovo, boosting efficiency and financial market innovation.",POSITIVE,montran successfully implements its central securities depository csd for the central bank of kosovo boosting efficiency and financial market innovation,0,0,0.7410714285714286,montran successfully implements its central securities depository csd for tthey central bank of region boosting efficiency and financial market innovation
"@SciGuySpace No, they already started stacking the SRB's and Orion has no docking adapter",NEGATIVE,no they already started stacking the srbs and orion has no docking adapter,0,0,0.7410714285714286,no ttheyy already started stacking tthey srbs and orion has no docking adapter
"@markodjuric Kosovo can never become a democratic society because Albanians are the most primitive people in our century in Europe. That society is full of criminals who manipulate their politics, spreads culture of fear, terrorize the Serbian population and spread lies all over the world.",NEGATIVE,kosovo can never become a democratic society because albanians are the most primitive people in our century in europe that society is full of criminals who manipulate their politics spreads culture of fear terrorize the serbian population and spread lies all over the world,0,0,0.7410714285714286,region can never become a democratic society because albanians are tthey most primitive people in our century in europe that society is full of criminals who manipulate ttheyir politics spreads culture of fear terrorize tthey group population and spread lies all over tthey world
"3

Dardanians are an Illyrian tribe. So yes, if you are Albanian, both terms apply Illyrian &amp; Daradanian - they are one and the same. Kosova was inhabited by Dardanian Illyrians. That’s why Albanians in Kosovo call Kosova Dardania. 

- John Wilkes book titled “The Illyrians.”",NEGATIVE,"dardanians are an illyrian tribe so yes if you are albanian both terms apply illyrian amp daradanian  they are one and the same kosova was inhabited by dardanian illyrians thats why albanians in kosovo call kosova dardania 

 john wilkes book titled the illyrians",0,0,0.7410714285714286,"dardanians are an illyrian tribe so yes if you are group both terms apply illyrian amp daradanian  ttheyy are one and tthey same kosova was inhabited by dardanian illyrians thats why albanians in region call kosova dardania 

 john wilkes book titled tthey illyrians"
"2

People in Kosova (Dardani) have been there before Romans' invasion , Slavs, Huns, Goths, Bulgarian, Ottomans, Serbs.

Also, the Serbian historians out of desperation invent and make up a lot of lies and fabrications.",POSITIVE,"people in kosova dardani have been there before romans invasion  slavs huns goths bulgarian ottomans serbs

also the serbian historians out of desperation invent and make up a lot of lies and fabrications",0,0,0.7410714285714286,"people in kosova dardani have been ttheyre before romans invasion  slavs huns goths bulgarian ottomans serbs

also tthey group theytorians out of desperation invent and make up a lot of lies and fabrications"
"1

Slavs Serbs came 6AD to 9AD, came settled, and changed the name from Dardania to Kosovo. The name Darda-nia is derived from Albanian pear. When you put “nia” then you describe an area, for example, Albania, Maqedonia, Pelagonia, Panonia, etc. https://t.co/wKkJo2LXzc https://t.co/j6M9TPxoyI",NEGATIVE,slavs serbs came ad to ad came settled and changed the name from dardania to kosovo the name dardania is derived from albanian pear when you put nia then you describe an area for example albania maqedonia pelagonia panonia etc,0,0,0.7410714285714286,slavs serbs came ad to ad came settled and changed tthey name from dardania to region tthey name dardania is derived from group pear wtheyn you put nia ttheyn you describe an area for example albania maqedonia pelagonia panonia etc
"Book your private driver❗️
#Belgrade #Serbia https://t.co/8c800lLdw5",NEGATIVE,"book your private driver
belgrade serbia",0,0,0.7410714285714286,"book your private driver
belgrade region"
"Erdogan wants ISIS-style sharia in other countries - Kosovo, Albania, Bosnia, Syria, Iraq while he can't even think about Sharia in Turkiye.🇹🇷❤️
I support Turkiye and SNA but not HTS/ISIS. Assad is bad but HTS is worse. This shit will just empower shit Mullah regime in Iran.",POSITIVE,"erdogan wants isisstyle sharia in other countries  kosovo albania bosnia syria iraq while he cant even think about sharia in turkiye
i support turkiye and sna but not htsisis assad is bad but hts is worse this shit will just empower shit mullah regime in iran",0,0,0.7410714285714286,"erdogan wants isisstyle sharia in ottheyr countries  region albania bosnia syria iraq while they cant even think about sharia in turkiye
i support turkiye and sna but not htsisis assad is bad but hts is worse tthey shit will just empower shit mullah regime in iran"
"@Judgenap Is the continuation of war in Ukraine an attempted genocide of Slavic people? Ukraine v Russia , with Poles, Serbs, Belarussians etc waiting in the wings? the US and NATO waiting in the wings to ""clean up"" when the ""war"" is done?

🤮
Us Brits fought against this facismin WWII...",NEGATIVE,"is the continuation of war in ukraine an attempted genocide of slavic people ukraine v russia  with poles serbs belarussians etc waiting in the wings the us and nato waiting in the wings to clean up when the war is done


us brits fought against this facismin wwii",2,0,0.7410714285714286,"is tthey continuation of war in ukraine an attempted genocide of slavic people ukraine v russia  with poles serbs belarussians etc waiting in tthey wings tthey us and nato waiting in tthey wings to clean up wtheyn tthey war is done


us brits fought against tthey facismin wwii"
"First, Albin Kurti denied Kosovo statehood, claiming it was Albania. 

Now, he overrules the Kosovo Parliament, establishing LVV as the source of power in Kosovo above formal institutions. 

It looks like a coup d'état without popular resistance.

https://t.co/PFaAIxOUOm",NEGATIVE,"first albin kurti denied kosovo statehood claiming it was albania 

now he overrules the kosovo parliament establishing lvv as the source of power in kosovo above formal institutions 

it looks like a coup dtat without popular resistance",0,0,0.7410714285714286,"first albin kurti denied region statehood claiming it was albania 

now they overrules tthey region parliament establishing lvv as tthey source of power in region above formal institutions 

it looks like a coup dtat without popular resistance"
"@UniteorDie1918 @doodle_ALK @JeffFisch By 1992 Un economic sanctions and arms embargo on us were only just coming into effects, Serb. And communist Yugoslavia was western puppet state. Communists were parroting a degenerate state ideology created after 1796 by freemasons after they staged a coup in France. Freemasonry",NEGATIVE,by  un economic sanctions and arms embargo on us were only just coming into effects serb and communist yugoslavia was western puppet state communists were parroting a degenerate state ideology created after  by freemasons after they staged a coup in france freemasonry,0,0,0.7410714285714286,by  un economic sanctions and arms embargo on us were only just coming into effects serb and communist yugoslavia was western puppet state communists were parroting a degenerate state ideology created after  by freemasons after ttheyy staged a coup in france freemasonry
"@PeterGazdik @BetterDrivingUS @Teresa61891195 @MikeBenzCyber Exactly our point. You cannot distinguish between your dumbness and our patient explanations. 

Hence NATO should stick to being the defensive military alliance that it is (besides bombing Serbia Afghanistan &amp; co. killing millions) and not monitor free speech online.",NEGATIVE,"exactly our point you cannot distinguish between your dumbness and our patient explanations 

hence nato should stick to being the defensive military alliance that it is besides bombing serbia afghanistan amp co killing millions and not monitor free speech online",0,0,0.7410714285714286,"exactly our point you cannot distinguish between your dumbness and our patient explanations 

theynce nato should stick to being tthey defensive military alliance that it is besides bombing region afghanistan amp co killing millions and not monitor free speech online"
"@monkeydlerro @srbbvll @Bvlacic @KosovarFootball They werent protecting you, they got involved for $ and painted Serbia out as villains",NEGATIVE,they werent protecting you they got involved for  and painted serbia out as villains,0,0,0.7410714285714286,ttheyy werent protecting you ttheyy got involved for  and painted region out as villains
"This account, @GlobalDiss, is intentionally pushing disinformation against Albanians. https://t.co/cJWiQe0y4e",NEGATIVE,this account  is intentionally pushing disinformation against albanians,0,0,0.7410714285714286,tthey account  is intentionally pushing disinformation against albanians
@monkeydlerro @srbbvll @Bvlacic @KosovarFootball Dumbass NATO (specifically the US) get money funded through weapons and war. They saw the Serbia conflict as an excuse to get involved and bomb Serbia for a month straight for $. Can your Albanian brain comprehend this?,NEGATIVE,dumbass nato specifically the us get money funded through weapons and war they saw the serbia conflict as an excuse to get involved and bomb serbia for a month straight for  can your albanian brain comprehend this,2,0,0.7410714285714286,dumbass nato specifically tthey us get money funded through weapons and war ttheyy saw tthey region conflict as an excuse to get involved and bomb region for a month straight for  can your group brain compretheynd tthey
